年级单元,单词,音标,释义,例句
九年级全一册U11,anxiety,/æŋˈzaɪəti/,焦虑；忧虑,He felt anxiety.
九年级全一册U11,comfort,/ˈkʌmfət/,安慰；舒适,The words comforted her.
九年级全一册U11,exam,/ɪɡˈzæm/,考试,We have a final exam.
九年级全一册U12,unexpected,/ˌʌnɪkˈspektɪd/,出乎意料的,The news was unexpected.
九年级全一册U12,backpack,/ˈbækpæk/,背包,He took his backpack.
九年级全一册U12,oversleep,/ˌəʊvəˈsliːp/,睡过头,I overslept this morning.
九年级全一册U12,rush,/rʌʃ/,冲；匆忙行事,Don't rush.
九年级全一册U12,till,/tɪl/,直到……为止,Wait till I come back.
九年级全一册U12,empty,/ˈempti/,空的；倒空,The room is empty.
九年级全一册U12,cancel,/ˈkænsl/,取消,The flight was cancelled.
九年级全一册U12,miss,/mɪs/,错过；思念,I missed the bus.
九年级全一册U13,advantage,/ədˈvɑːntɪdʒ/,优点；有利条件,Every coin has two sides.
九年级全一册U13,disadvantage,/ˌdɪsədˈvɑːntɪdʒ/,缺点；不利条件,The disadvantage is the high cost.
九年级全一册U13,cost,/kɒst/,花费；价格,The new phone costs a lot.
九年级全一册U13,ugly,/ˈʌɡli/,丑陋的；难看的,The building is ugly.
九年级全一册U13,plastic,/ˈplæstɪk/,塑料的；塑料,We should reduce plastic waste.
九年级全一册U13,recycle,/ˌriːˈsaɪkl/,回收利用,Recycle paper and glass.
九年级全一册U13,afford,/əˈfɔːd/,负担得起,He can't afford a new car.
九年级全一册U13,transportation,/ˌtrænspɔːˈteɪʃn/,运输,Public transport is convenient.
九年级全一册U13,environment,/ɪnˈvaɪrənmənt/,环境,We should protect our environment.
九年级全一册U13,solution,/səˈluːʃn/,解决方案,Find a solution.
九年级全一册U13,reusable,/ˌriːˈjuːzəbl/,可重复使用的,Use reusable bags.
九年级全一册U14,survey,/ˈsɜːveɪ/,调查；测量,We did a survey.
九年级全一册U14,standard,/ˈstændəd/,标准；水平,The living standard is improving.
九年级全一册U14,row,/rəʊ/,行；排；划船,We sit in the front row.
九年级全一册U14,keyboard,/ˈkiːbɔːd/,键盘,He plays the keyboard.
九年级全一册U14,instruction,/ɪnˈstrʌkʃn/,指示；说明,Read the instructions.
九年级全一册U14,task,/tɑːsk/,任务；工作,Finish the task on time.
九年级全一册U14,ahead,/əˈhed/,在前面；向前,Go ahead.
九年级全一册U14,separate,/ˈseprət/,分开；分离,Separate into two groups.
九年级全一册U14,gentle,/ˈdʒentl/,温柔的；温和的,She is a gentle person.
九年级全一册U14,responsible,/rɪˈspɒnsəbl/,有责任心的,Be responsible for your actions.
九年级全一册U14,congratulate,/kənˈɡrætʃuleɪt/,祝贺,We congratulate you on your success.
九年级全一册U14,thirsty,/ˈθɜːsti/,口渴的；渴望的,I am thirsty for knowledge.
九年级全一册U14,none,/nʌn/,没有一个,None of them came.
七年级上册U1,late,/leɪt/,迟的；晚的,Don't be late for school.
七年级上册U1,early,/ˈɜːli/,早的；提早的,Get up early.
七年级上册U1,first,/fɜːst/,第一；首先,First read the text.
七年级上册U1,next,/nekst/,下一个的；接下来,Next please!
七年级上册U1,last,/lɑːst/,最后的；上一个的,Last one.
七年级上册U1,every,/ˈevri/,每一；每个,Every day.
七年级上册U1,both,/bəʊθ/,两个（都）,Both of you.
七年级上册U1,many,/ˈmeni/,许多,Many students.
七年级上册U1,much,/mʌtʃ/,许多；大量,Very much.
七年级上册U1,some,/sʌm/,一些,Some books.
七年级上册U1,any,/ˈeni/,任何；一些,Any questions?
七年级上册U1,lot,/lɒt/,许多,A lot of.
七年级上册U1,little,/ˈlɪtl/,小的；少量的,A little.
七年级上册U1,few,/fjuː/,很少的；不多的,A few.
七年级上册U1,all,/ɔːl/,全部；所有的,All the students.
七年级上册U1,each,/iːtʃ/,每个,Each student.
七年级上册U1,everyone,/ˈevriwʌn/,每人；人人,Everyone is here.
七年级上册U1,everything,/ˈevriθɪŋ/,一切；每件事,Everything is ready.
七年级上册U1,always,/ˈɔːlweɪz/,总是,He is always happy.
七年级上册U1,usually,/ˈjuːʒuəli/,通常,I usually get up at 6.
七年级上册U1,often,/ˈɒfn/,经常,They often play football.
七年级上册U1,sometimes,/ˈsʌmtaɪmz/,有时,Sometimes I walk to school.
七年级上册U1,never,/ˈnevə(r)/,从不,I never eat junk food.
七年级上册U1,again,/əˈɡen/,再一次,Say it again.
七年级上册U1,also,/ˈɔːlsəʊ/,也；还,I also like English.
七年级上册U1,just,/dʒʌst/,正好；刚刚,Just a minute.
七年级上册U1,even,/ˈiːvn/,甚至；还,Even a child knows it.
七年级上册U1,only,/ˈəʊnli/,仅仅；只,I only have one.
七年级上册U1,really,/ˈriːəli/,真正地；确实,Really? I don't think so.
七年级上册U1,very,/ˈveri/,很；非常,Very good!
七年级上册U1,too,/tuː/,太；也,Too big!
七年级上册U1,quite,/kwaɪt/,相当；十分,Quite good.
七年级上册U1,so,/səʊ/,如此；所以,So big!
七年级上册U1,now,/naʊ/,现在,Now let's start.
七年级上册U1,then,/ðen/,然后；那时,First then finally.
七年级上册U1,here,/hɪə(r)/,在这里,Here you are.
七年级上册U1,there,/ðeə(r)/,在那里,There it is.
七年级上册U1,away,/əˈweɪ/,离开；远离,Go away!
七年级上册U1,back,/bæk/,回到；向后,Come back!
七年级上册U1,home,/həʊm/,家；在家,Go home.
七年级上册U1,today,/təˈdeɪ/,今天,What day is today?
七年级上册U1,yesterday,/ˈjestədeɪ/,昨天,I was happy yesterday.
七年级上册U1,tomorrow,/təˈmɒrəʊ/,明天,See you tomorrow!
七年级上册U1,lesson,/ˈlesn/,课；教训,Lesson 2 is easy.
七年级上册U1,story,/ˈstɔːri/,故事；小说,Tell a story.
七年级上册U1,text,/tekst/,课文；文本,Read the text.
七年级上册U1,dialogue,/ˈdaɪəlɒɡ/,对话,Practice the dialogue.
七年级上册U1,phrase,/freɪz/,短语；词组,Learn these phrases.
七年级上册U1,meaning,/ˈmiːnɪŋ/,意思；含义,What's the meaning?
七年级上册U1,hello,/həˈləʊ/,你好,Hello!
七年级上册U1,goodbye,/ɡʊdˈbaɪ/,再见,Goodbye my friend.
七年级上册U1,morning,/ˈmɔːnɪŋ/,早晨；上午,Good morning!
七年级上册U1,afternoon,/ˌɑːftəˈnuːn/,下午,Good afternoon!
七年级上册U1,evening,/ˈiːvnɪŋ/,傍晚,Good evening!
七年级上册U1,how,/haʊ/,怎么；如何,How are you?
七年级上册U1,what,/wɒt/,什么,What is this?
七年级上册U1,color,/ˈkʌlə(r)/,颜色,What color is it?
七年级上册U1,letter,/ˈletə(r)/,信；字母,Write a letter.
七年级上册U1,word,/wɜːd/,单词；词,Learn new words.
七年级上册U1,page,/peɪdʒ/,页；页码,Open your book to page 10.
七年级上册U1,answer,/ˈɑːnsə(r)/,回答；答案,Answer the question.
七年级上册U1,question,/ˈkwestʃən/,问题,Read the question.
七年级上册U1,line,/laɪn/,线；排,Read line 5.
七年级上册U1,read,/riːd/,读；阅读,Read the text.
七年级上册U1,write,/raɪt/,写,Write your name.
七年级上册U1,listen,/ˈlɪsn/,听,Listen to the tape.
七年级上册U1,say,/seɪ/,说,Say it in English.
七年级上册U1,speak,/spiːk/,说（某种语言）,Speak English.
七年级上册U1,talk,/tɔːk/,说话；谈话,Talk to your partner.
七年级上册U1,tell,/tel/,告诉；讲述,Tell a story.
七年级上册U1,ask,/ɑːsk/,问；请求,Ask your teacher.
七年级上册U1,open,/ˈəʊpən/,打开,Open the door.
七年级上册U1,close,/kləʊz/,关闭,Close your book.
七年级上册U1,sit,/sɪt/,坐,Sit down please.
七年级上册U1,stand,/stænd/,站立,Stand up!
七年级上册U1,look,/lʊk/,看；看起来,Look at the blackboard.
七年级上册U1,see,/siː/,看见；理解,I see.
七年级上册U1,point,/pɔɪnt/,指；指向,Point to the picture.
七年级上册U1,put,/pʊt/,放；放置,Put your hand up.
七年级上册U1,draw,/drɔː/,画,Draw a picture.
七年级上册U1,show,/ʃəʊ/,展示；给……看,Show me your book.
七年级上册U1,give,/ɡɪv/,给,Give me your pen.
七年级上册U1,find,/faɪnd/,找到；发现,I can't find my book.
七年级上册U1,use,/juːz/,使用；用,Use a ruler.
七年级上册U1,make,/meɪk/,制作；做,Make a model.
七年级上册U1,practice,/ˈpræktɪs/,练习,Practice the dialogue.
七年级上册U1,study,/ˈstʌdi/,学习；研究,Study hard.
七年级上册U1,work,/wɜːk/,工作；起作用,Work in pairs.
七年级上册U1,try,/traɪ/,尝试；试,Try again!
七年级上册U1,begin,/bɪˈɡɪn/,开始,Let's begin the class.
七年级上册U1,finish,/ˈfɪnɪʃ/,结束；完成,Finish the exercise.
七年级上册U1,stop,/stɒp/,停止；停,Stop talking!
七年级上册U1,keep,/kiːp/,保持,Keep quiet!
七年级上册U1,need,/niːd/,需要,I need help.
七年级上册U1,want,/wɒnt/,要；想要,I want to go.
七年级上册U1,can,/kæn/,能；可以,Can you swim?
七年级上册U1,may,/meɪ/,可以,May I come in?
七年级上册U1,must,/mʌst/,必须,We must study hard.
七年级上册U1,should,/ʃʊd/,应该,You should try.
七年级上册U1,will,/wɪl/,将；会,I will go.
七年级上册U1,course,/kɔːs/,课程；路线,Of course!
七年级上册U1,idea,/aɪˈdɪə/,主意；想法,Good idea!
七年级上册U1,example,/ɪɡˈzɑːmpl/,例子；榜样,For example.
七年级上册U1,exercise,/ˈeksəsaɪz/,练习；锻炼,Do the exercise.
七年级上册U1,homework,/ˈhəʊmwɜːk/,家庭作业,Do your homework.
七年级上册U1,lesson,/ˈlesn/,课；教训,Lesson 1.
七年级上册U1,class,/klɑːs/,班级；课,Class is over.
七年级上册U1,grade,/ɡreɪd/,年级；分数,I'm in Grade 7.
七年级上册U1,test,/test/,测试,We have a test.
七年级上册U1,exam,/ɪɡˈzæm/,考试,The final exam.
七年级上册U1,mark,/mɑːk/,分数；记号,Get a good mark.
七年级上册U1,score,/skɔː(r)/,得分；分数,What's your score?
七年级上册U1,pass,/pɑːs/,通过；传递,Pass the exam.
七年级上册U1,win,/wɪn/,赢；获胜,Win the game.
七年级上册U1,lose,/luːz/,输；丢失,Don't lose your book.
七年级上册U1,try,/traɪ/,尝试；努力,Try your best!
八年级下册U2,toothache,/ˈtuːθeɪk/,牙痛,I have a toothache.
八年级下册U2,backache,/ˈbækeɪk/,背痛,He has a backache.
八年级下册U2,cold,/kəʊld/,感冒；寒冷,Have a cold.
八年级下册U2,fever,/ˈfiːvə(r)/,发烧,She has a fever.
八年级下册U2,flu,/fluː/,流感,The flu is spreading.
八年级下册U2,cancer,/ˈkænsə(r)/,癌症,He has lung cancer.
八年级下册U2,health,/helθ/,健康,Health is very important.
八年级下册U2,healthy,/ˈhelθi/,健康的,Eat healthy food.
八年级下册U2,fit,/fɪt/,健康的；适合的,Keep fit!
八年级下册U2,rest,/rest/,休息,Take a rest.
八年级下册U2,break,/breɪk/,休息；打破,Take a break.
八年级下册U2,energy,/ˈenədʒi/,能量；精力,Full of energy.
八年级下册U3,angry,/ˈæŋɡri/,生气的,Don't be angry.
八年级下册U3,calm,/kɑːm/,冷静的；平静的,Stay calm.
八年级下册U3,happy,/ˈhæpi/,幸福的；高兴的,I feel happy.
八年级下册U3,sad,/sæd/,难过的；悲哀的,She looks sad.
八年级下册U3,worry,/ˈwʌri/,担心；发愁,Don't worry.
八年级下册U3,confidence,/ˈkɒnfɪdəns/,信心；自信,Have confidence.
八年级下册U3,trust,/trʌst/,信任；信赖,I trust you.
八年级下册U3,respect,/rɪˈspekt/,尊重；尊敬,Respect your teachers.
八年级下册U4,desert,/ˈdezət/,沙漠,The Sahara is a desert.
八年级下册U4,forest,/ˈfɒrɪst/,森林,The Amazon forest.
八年级下册U4,jungle,/ˈdʒʌŋɡl/,丛林,The jungle is thick.
八年级下册U4,ocean,/ˈəʊʃn/,海洋,Pacific Ocean.
八年级下册U4,river,/ˈrɪvə(r)/,河；江,The Yangtze River.
八年级下册U4,waterfall,/ˈwɔːtəfɔːl/,瀑布,Niagara Falls is a waterfall.
八年级下册U4,volcano,/vɒlˈkeɪnəʊ/,火山,The volcano erupted.
八年级下册U4,mountain,/ˈmaʊntən/,山；山脉,The Himalayas.
八年级下册U4,valley,/ˈvæli/,山谷；流域,The valley is green.
八年级下册U5,storm,/stɔːm/,暴风雨,The storm hit the coast.
八年级下册U5,flood,/flʌd/,洪水；水灾,The city was flooded.
八年级下册U5,fire,/ˈfaɪə(r)/,火；火灾,Forest fire.
八年级下册U5,danger,/ˈdeɪndʒə(r)/,危险,Be careful! Danger!
八年级下册U5,safe,/seɪf/,安全的,Stay safe!
八年级下册U5,protect,/prəˈtekt/,保护,Protect yourself.
八年级下册U5,prepare,/prɪˈpeə(r)/,准备,Prepare for the storm.
八年级下册U5,warn,/wɔːn/,警告；告诫,They warned us.
八年级下册U6,polite,/pəˈlaɪt/,有礼貌的,Be polite.
八年级下册U6,rude,/ruːd/,粗鲁的；无礼的,Don't be rude.
八年级下册U6,gentle,/ˈdʒentl/,温和的；温柔的,She is gentle.
八年级下册U6,honest,/ˈɒnɪst/,诚实的,Be honest.
八年级下册U6,kind,/kaɪnd/,善良的；种类,She is kind.
八年级下册U6,friendly,/ˈfrendli/,友好的,He is friendly.
八年级下册U6,helpful,/ˈhelpfl/,有帮助的,She is helpful.
